play_id,play_title,section,act,scene,act_scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,vader_std,dl_std
the-comedy-of-errors,The Comedy of Errors,main,1,1,1.1,1,14,62,1207,2,-0.04476,0.0,-0.16852,-0.21053,0.52519,0.36186
the-comedy-of-errors,The Comedy of Errors,main,1,2,1.2,2,31,75,949,6,0.03079,0.0,-0.09096,-0.03901,0.3542,0.32511
the-comedy-of-errors,The Comedy of Errors,main,2,1,2.1,3,43,103,1075,5,0.02438,0.0,-0.1108,-0.10239,0.35485,0.38211
the-comedy-of-errors,The Comedy of Errors,main,2,2,2.2,4,86,165,1848,4,-0.01884,0.0,-0.09703,-0.07178,0.35834,0.36402
the-comedy-of-errors,The Comedy of Errors,main,3,1,3.1,5,63,124,1365,2,0.03113,0.0,0.00611,0.00521,0.34395,0.3687
the-comedy-of-errors,The Comedy of Errors,main,3,2,3.2,6,69,144,1670,7,0.07836,0.0,-0.0447,-0.02486,0.34833,0.3601
the-comedy-of-errors,The Comedy of Errors,main,4,1,4.1,7,47,97,1062,6,-0.01691,0.0,0.00049,0.00169,0.26371,0.33343
the-comedy-of-errors,The Comedy of Errors,main,4,2,4.2,8,39,71,673,5,-0.10081,0.0,-0.13986,-0.04299,0.42121,0.36529
the-comedy-of-errors,The Comedy of Errors,main,4,3,4.3,9,32,71,872,5,-0.05253,0.0,-0.00212,0.00031,0.42797,0.34076
the-comedy-of-errors,The Comedy of Errors,main,4,4,4.4,10,96,151,1555,8,-0.08337,0.0,0.0063,-0.00496,0.38723,0.39101
the-comedy-of-errors,The Comedy of Errors,main,5,1,5.1,11,156,310,3601,17,-0.02568,0.0,-0.0781,-0.03902,0.38322,0.40819
