play_id,play_title,section,act,scene,act_scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,vader_std,dl_std
othello,Othello,main,1,1,1.1,1,51,159,1741,6,-0.00089,0.0,-0.00267,-0.01009,0.37611,0.4186
othello,Othello,main,1,2,1.2,2,39,86,931,6,0.02668,0.0,-0.00901,-0.01274,0.38323,0.35046
othello,Othello,main,1,3,1.3,3,99,278,3336,10,0.04716,0.0,-0.04625,-0.01874,0.41477,0.39739
othello,Othello,main,2,1,2.1,4,105,247,2592,13,0.12844,0.0,-0.03736,-0.0176,0.42622,0.38003
othello,Othello,main,2,2,2.2,5,3,8,96,2,0.47108,0.6119,0.12352,0.05402,0.41112,0.33422
othello,Othello,main,2,3,2.3,6,123,322,3213,19,0.04017,0.0,-0.00123,-0.00469,0.41257,0.39388
othello,Othello,main,3,1,3.1,7,34,58,469,9,0.12486,0.0,0.02356,0.01192,0.32448,0.28346
othello,Othello,main,3,2,3.2,8,6,8,72,2,0.18649,0.0,0.20159,0.0536,0.2798,0.2618
othello,Othello,main,3,3,3.3,9,177,416,4381,11,0.0585,0.0,-0.08279,-0.06807,0.40976,0.40383
othello,Othello,main,3,4,3.4,10,101,189,1719,9,0.04539,0.0,-0.0201,-0.01197,0.38078,0.3761
othello,Othello,main,4,1,4.1,11,165,315,2630,13,0.03933,0.0,-0.00698,-0.01873,0.37301,0.39846
othello,Othello,main,4,2,4.2,12,119,228,2168,12,0.03031,0.0,-0.0316,-0.03553,0.39101,0.39803
othello,Othello,main,4,3,4.3,13,45,99,970,3,0.06905,0.0,0.00658,-0.01425,0.40005,0.36962
othello,Othello,main,5,1,5.1,14,87,199,1314,10,-0.0873,0.0,0.02949,0.01136,0.39434,0.40039
othello,Othello,main,5,2,5.2,15,191,437,3475,15,-0.08965,0.0,-0.0351,-0.01782,0.41298,0.46093
