play_id,play_title,section,act,scene,act_scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,vader_std,dl_std
antony-and-cleopatra,Antony and Cleopatra,main,1,1,1.1,1,19,53,623,0,0.12943,0.0,-0.02368,-0.00923,0.45313,0.31986
antony-and-cleopatra,Antony and Cleopatra,main,1,2,1.2,2,98,162,1763,0,0.02078,0.0,-0.02263,-0.01646,0.42551,0.38922
antony-and-cleopatra,Antony and Cleopatra,main,1,3,1.3,3,41,100,1123,0,0.04422,0.0,-0.03065,-0.021,0.43875,0.42743
antony-and-cleopatra,Antony and Cleopatra,main,1,4,1.4,4,14,46,820,0,-0.0636,0.0,-0.12975,-0.16975,0.40776,0.35586
antony-and-cleopatra,Antony and Cleopatra,main,1,5,1.5,5,31,67,727,0,0.18609,0.0,0.11409,0.01347,0.39521,0.39591
antony-and-cleopatra,Antony and Cleopatra,main,2,1,2.1,6,14,38,514,0,0.24611,0.2846,-0.06879,-0.06389,0.43063,0.37944
antony-and-cleopatra,Antony and Cleopatra,main,2,2,2.2,7,89,181,2307,0,0.16809,0.0,-0.03984,-0.01166,0.40899,0.3896
antony-and-cleopatra,Antony and Cleopatra,main,2,3,2.3,8,15,35,394,0,0.31795,0.3612,0.0107,0.07418,0.32258,0.36012
antony-and-cleopatra,Antony and Cleopatra,main,2,4,2.4,9,7,10,79,0,0.22968,0.15445,-0.05171,-0.11259,0.26556,0.32579
antony-and-cleopatra,Antony and Cleopatra,main,2,5,2.5,10,59,123,1225,0,0.05827,0.0,0.00951,0.0019,0.40819,0.41642
antony-and-cleopatra,Antony and Cleopatra,main,2,6,2.6,11,69,112,1235,0,0.13006,0.0,0.03688,0.02225,0.34895,0.33848
antony-and-cleopatra,Antony and Cleopatra,main,2,7,2.7,12,78,140,1341,0,0.07841,0.0,0.07521,0.02472,0.29981,0.34851
antony-and-cleopatra,Antony and Cleopatra,main,3,1,3.1,13,7,20,373,0,0.14967,0.0,0.00578,0.00981,0.44707,0.38418
antony-and-cleopatra,Antony and Cleopatra,main,3,2,3.2,14,39,66,655,0,0.11696,0.0,0.05035,0.01911,0.48223,0.41231
antony-and-cleopatra,Antony and Cleopatra,main,3,3,3.3,15,39,65,465,0,0.06121,0.0,-0.02516,-0.01241,0.30874,0.36948
antony-and-cleopatra,Antony and Cleopatra,main,3,4,3.4,16,5,24,394,0,0.0811,0.14325,-0.15662,-0.24836,0.48763,0.44112
antony-and-cleopatra,Antony and Cleopatra,main,3,5,3.5,17,12,20,194,0,-0.1937,-0.00955,0.02087,-0.00323,0.44089,0.38002
antony-and-cleopatra,Antony and Cleopatra,main,3,6,3.6,18,28,62,850,0,0.07833,0.0,-0.09195,-0.07215,0.43654,0.42445
antony-and-cleopatra,Antony and Cleopatra,main,3,7,3.7,19,40,66,768,0,-0.05605,0.0,-0.01386,-0.01188,0.3929,0.3384
antony-and-cleopatra,Antony and Cleopatra,main,3,8,3.8,20,3,8,60,0,-0.12244,0.0,-0.00946,-0.10606,0.2041,0.42803
antony-and-cleopatra,Antony and Cleopatra,main,3,9,3.9,21,1,2,30,0,-0.1909,-0.1909,0.02802,0.02802,0.26997,0.01237
antony-and-cleopatra,Antony and Cleopatra,main,3,10,3.10,22,15,27,347,0,-0.13207,0.0,-0.14451,-0.12546,0.4096,0.39541
antony-and-cleopatra,Antony and Cleopatra,main,3,11,3.11,23,29,74,706,0,0.0229,0.0,0.07692,0.00253,0.40398,0.45136
antony-and-cleopatra,Antony and Cleopatra,main,3,12,3.12,24,13,31,381,0,0.04618,0.0,0.07053,0.02314,0.32365,0.31822
antony-and-cleopatra,Antony and Cleopatra,main,3,13,3.13,25,70,156,2038,0,0.06958,0.0,0.0022,-0.01268,0.41082,0.38801
antony-and-cleopatra,Antony and Cleopatra,main,4,1,4.1,26,3,12,178,0,-0.32223,-0.3567,-0.05109,0.06795,0.22044,0.38867
antony-and-cleopatra,Antony and Cleopatra,main,4,2,4.2,27,18,46,494,0,0.14226,0.063,0.11767,0.20402,0.38342,0.42597
antony-and-cleopatra,Antony and Cleopatra,main,4,3,4.3,28,25,44,243,0,0.10746,0.0,0.08101,0.01812,0.25528,0.30481
antony-and-cleopatra,Antony and Cleopatra,main,4,4,4.4,29,19,45,400,0,0.1817,0.1779,0.22692,0.28031,0.40355,0.37447
antony-and-cleopatra,Antony and Cleopatra,main,4,5,4.5,30,11,21,184,0,0.09488,0.0,-0.02831,-0.01009,0.30802,0.37389
antony-and-cleopatra,Antony and Cleopatra,main,4,6,4.6,31,10,27,360,0,0.10164,0.0,0.06623,0.03013,0.5253,0.39533
antony-and-cleopatra,Antony and Cleopatra,main,4,7,4.7,32,10,16,156,0,0.22204,0.0,0.03844,-0.17867,0.3347,0.43144
antony-and-cleopatra,Antony and Cleopatra,main,4,8,4.8,33,8,27,422,0,0.32901,0.4939,0.22661,0.21934,0.51189,0.38654
antony-and-cleopatra,Antony and Cleopatra,main,4,9,4.9,34,19,34,310,0,-0.1778,0.0,-0.03504,0.03412,0.30587,0.42996
antony-and-cleopatra,Antony and Cleopatra,main,4,10,4.10,35,3,8,94,0,-0.18866,-0.11175,-0.08691,-0.03312,0.24553,0.19908
antony-and-cleopatra,Antony and Cleopatra,main,4,11,4.11,36,1,2,42,0,0.2519,0.2519,-0.18726,-0.18726,0.54447,0.52345
antony-and-cleopatra,Antony and Cleopatra,main,4,12,4.12,37,8,36,527,0,-0.15088,-0.10565,0.08087,0.02409,0.45854,0.43194
antony-and-cleopatra,Antony and Cleopatra,main,4,13,4.13,38,3,9,125,0,-0.37416,-0.5984,0.11992,0.33739,0.42676,0.48308
antony-and-cleopatra,Antony and Cleopatra,main,4,14,4.14,39,60,135,1475,0,0.00897,0.0,0.04783,0.02905,0.44055,0.44858
antony-and-cleopatra,Antony and Cleopatra,main,4,15,4.15,40,30,101,947,0,0.10192,0.0,0.02991,0.00175,0.45491,0.4911
antony-and-cleopatra,Antony and Cleopatra,main,5,1,5.1,41,24,57,664,0,0.0501,0.0,-0.01712,-0.02543,0.41605,0.37859
antony-and-cleopatra,Antony and Cleopatra,main,5,2,5.2,42,140,343,3749,0,0.07494,0.0,0.06563,0.03987,0.40321,0.42637
