summary_level,include_stage_directions,play_id,play_title,section,act,scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,vader_std,dl_std
scene,false,troilus-and-cressida,Troilus and Cressida,main,2,2,6,25,87,1589,0,-0.05408,0.0,-0.15407,-0.18759,0.53756,0.4281
scene,false,troilus-and-cressida,Troilus and Cressida,main,2,3,7,98,186,2063,0,0.06723,0.0,-0.06987,-0.03785,0.4265,0.38949
scene,false,troilus-and-cressida,Troilus and Cressida,main,3,1,8,83,140,1159,0,0.28576,0.3182,0.04805,0.00066,0.35963,0.41125
scene,false,troilus-and-cressida,Troilus and Cressida,main,3,2,9,55,141,1687,0,0.20739,0.0258,-0.01878,-0.04425,0.40193,0.40959
scene,false,troilus-and-cressida,Troilus and Cressida,main,3,3,10,74,168,2245,0,0.20955,0.1118,-0.00807,-0.02271,0.39997,0.39961
scene,false,troilus-and-cressida,Troilus and Cressida,main,4,1,11,22,48,666,0,0.06022,0.0,0.00571,0.0166,0.49237,0.46825
scene,false,troilus-and-cressida,Troilus and Cressida,main,4,2,12,51,122,868,0,-0.01796,0.0,-0.09164,-0.05687,0.33613,0.40223
scene,false,troilus-and-cressida,Troilus and Cressida,main,4,3,13,3,6,91,0,0.6051,0.59215,0.21459,0.29118,0.19486,0.31045
scene,false,troilus-and-cressida,Troilus and Cressida,main,4,4,14,50,116,1449,0,0.15379,0.0,0.04996,-0.00365,0.46604,0.42613
scene,false,troilus-and-cressida,Troilus and Cressida,main,4,5,15,114,218,2402,0,0.14938,0.0,0.08391,0.07858,0.44126,0.40666
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,1,16,40,74,786,0,0.09607,0.0,0.04135,0.08272,0.42294,0.44774
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,2,17,116,194,1472,0,0.03991,0.0,-0.03598,-0.01553,0.34023,0.40984
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,3,18,50,103,1003,0,-0.04084,0.0,-0.03691,-0.02855,0.44828,0.49107
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,4,19,8,23,275,0,-0.27024,-0.3818,0.01156,0.00381,0.46069,0.52677
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,5,20,9,29,405,0,-0.15874,0.0,0.0678,0.02868,0.48062,0.50736
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,6,21,17,36,289,0,-0.09036,0.0,0.14588,-0.00555,0.40591,0.46931
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,7,22,7,20,186,0,-0.41818,-0.47475,0.08736,0.15576,0.3146,0.44113
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,8,23,9,20,210,0,-0.09355,0.0,0.15491,0.12692,0.43728,0.39612
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,9,24,6,13,75,0,0.03915,0.0,0.02815,-0.06464,0.38009,0.45779
scene,false,troilus-and-cressida,Troilus and Cressida,main,5,10,25,9,37,505,0,-0.24744,-0.3818,-0.00237,-0.08382,0.42637,0.58223
play,false,twelfth-night,Twelfth Night,,,,,945,2004,22007,0,0.08574,0.0,0.00836,-0.01039,0.4068,0.4047
act,false,twelfth-night,Twelfth Night,main,1,,,232,495,5190,0,0.1087,0.0,-0.02111,-0.02112,0.38111,0.39208
act,false,twelfth-night,Twelfth Night,main,2,,,228,483,5168,0,0.12573,0.0,0.03697,0.02226,0.41428,0.41398
act,false,twelfth-night,Twelfth Night,main,3,,,269,558,6086,0,0.08772,0.0,0.00386,-0.00643,0.39992,0.39299
act,false,twelfth-night,Twelfth Night,main,4,,,85,200,2071,0,0.00904,0.0,0.05092,0.00582,0.39683,0.42359
act,false,twelfth-night,Twelfth Night,main,5,,,131,268,3492,0,0.02434,0.0,-0.01117,-0.03038,0.44701,0.41719
scene,false,twelfth-night,Twelfth Night,main,1,1,1,8,24,337,0,0.26237,0.1279,0.09381,0.05716,0.39905,0.39367
scene,false,twelfth-night,Twelfth Night,main,1,2,2,21,41,507,0,0.21558,0.0,0.04871,-0.01072,0.3775,0.37321
scene,false,twelfth-night,Twelfth Night,main,1,3,3,65,124,1126,0,0.14361,0.0,-0.02498,-0.03057,0.31518,0.37765
scene,false,twelfth-night,Twelfth Night,main,1,4,4,14,27,405,0,0.27336,0.2584,0.04579,-0.02651,0.37713,0.43461
scene,false,twelfth-night,Twelfth Night,main,1,5,5,124,279,2815,0,0.04832,0.0,-0.04601,-0.02191,0.39573,0.39574
scene,false,twelfth-night,Twelfth Night,main,2,1,6,11,32,428,0,-0.04866,0.0,-0.1744,-0.23302,0.50898,0.42469
scene,false,twelfth-night,Twelfth Night,main,2,2,7,6,33,400,0,0.05103,0.0,-0.10088,-0.15251,0.39994,0.45524
scene,false,twelfth-night,Twelfth Night,main,2,3,8,84,166,1560,0,0.14647,0.0,0.04168,0.03107,0.37738,0.39961
scene,false,twelfth-night,Twelfth Night,main,2,4,9,41,89,1045,0,0.2093,0.21,-0.01128,-0.01205,0.46337,0.42596
scene,false,twelfth-night,Twelfth Night,main,2,5,10,86,163,1735,0,0.10834,0.0,0.12794,0.11542,0.39506,0.38851
scene,false,twelfth-night,Twelfth Night,main,3,1,11,68,131,1473,0,0.20134,0.0631,0.0408,0.0113,0.37039,0.42193
scene,false,twelfth-night,Twelfth Night,main,3,2,12,28,60,725,0,0.11153,0.0,-0.05971,-0.01369,0.38213,0.36744
scene,false,twelfth-night,Twelfth Night,main,3,3,13,15,34,465,0,0.12938,0.0,-0.10105,-0.06601,0.43068,0.33722
scene,false,twelfth-night,Twelfth Night,main,3,4,14,158,333,3423,0,0.03448,0.0,0.01149,-0.00771,0.40249,0.38942
scene,false,twelfth-night,Twelfth Night,main,4,1,15,24,75,716,0,0.03875,0.0,0.02075,-0.00629,0.32594,0.40465
scene,false,twelfth-night,Twelfth Night,main,4,2,16,57,106,1037,0,-0.05273,0.0,0.08543,0.06273,0.43161,0.43741
scene,false,twelfth-night,Twelfth Night,main,4,3,17,4,19,318,0,0.23642,0.2584,-0.0225,-0.11307,0.3699,0.42185
scene,false,twelfth-night,Twelfth Night,main,5,1,18,131,268,3492,0,0.02434,0.0,-0.01117,-0.03038,0.44701,0.41719
play,true,a-midsummer-nights-dream,A Midsummer Night's Dream,,,,,620,1734,20067,123,0.10718,0.0,-0.01182,-0.00329,0.41497,0.39433
act,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,1,,,101,262,3192,10,0.2394,0.1531,0.06777,0.03134,0.39297,0.38481
act,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,2,,,90,331,4022,24,0.07959,0.0,-0.0722,-0.01513,0.4126,0.38357
act,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,3,,,213,582,6468,41,0.03707,0.0,-0.02647,-0.0145,0.41681,0.40622
act,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,4,,,88,226,2612,24,0.14942,0.0,0.03318,0.01028,0.36099,0.34903
act,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,5,,,128,333,3773,24,0.12446,0.0,-0.01936,-0.00317,0.43729,0.40894
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,1,1,1,59,169,2272,8,0.26967,0.25,0.06464,0.03256,0.42036,0.42435
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,1,2,2,42,93,920,2,0.18438,0.0772,0.07345,0.02294,0.33269,0.30202
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,2,1,3,49,177,2594,10,0.04807,0.0,-0.08807,-0.02429,0.40142,0.34933
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,2,2,4,41,154,1428,14,0.11582,0.0,-0.05395,-0.01405,0.4235,0.41991
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,3,1,5,80,181,1882,20,0.09413,0.0,0.04576,0.00804,0.35856,0.37993
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,3,2,6,133,401,4586,21,0.01132,0.0,-0.05908,-0.05388,0.43857,0.41389
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,4,1,7,70,181,2183,20,0.13965,0.0,0.04993,0.02066,0.36822,0.34559
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,4,2,8,18,45,429,4,0.18872,0.0,-0.03417,-0.03105,0.33125,0.35859
scene,true,a-midsummer-nights-dream,A Midsummer Night's Dream,main,5,1,9,128,333,3773,24,0.12446,0.0,-0.01936,-0.00317,0.43729,0.40894
play,true,all-s-well-that-ends-well,All's Well That Ends Well,,,,,1075,2290,26107,128,0.10465,0.0,-0.01339,-0.00792,0.39816,0.39627
act,true,all-s-well-that-ends-well,All's Well That Ends Well,main,1,,,161,402,5064,18,0.1717,0.0,-0.00272,-0.02538,0.43917,0.43073
act,true,all-s-well-that-ends-well,All's Well That Ends Well,main,2,,,301,606,6658,35,0.12839,0.0,0.0502,0.01566,0.39344,0.38965
act,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,,,186,388,4305,31,0.04893,0.0,-0.06327,-0.02941,0.41149,0.3908
act,true,all-s-well-that-ends-well,All's Well That Ends Well,main,4,,,251,519,6060,22,0.06646,0.0,-0.05534,-0.02084,0.38019,0.36536
act,true,all-s-well-that-ends-well,All's Well That Ends Well,main,5,,,176,375,4020,22,0.10492,0.0,-0.0179,-0.00394,0.3559,0.40239
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,1,1,1,71,171,2090,8,0.12947,0.0,-0.03157,-0.0503,0.45741,0.43179
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,1,2,2,21,56,730,5,0.18976,0.2023,-0.00727,-0.01426,0.39923,0.3935
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,1,3,3,69,175,2244,5,0.20719,0.0772,0.02693,-0.0157,0.43194,0.44132
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,2,1,4,73,157,1972,13,0.18415,0.0,0.07785,0.07177,0.41885,0.39164
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,2,2,5,31,49,684,2,0.13143,0.0,0.0274,0.00199,0.3367,0.3459
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,2,3,6,119,263,2689,10,0.10598,0.0,0.05256,0.01161,0.41391,0.39847
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,2,4,7,29,52,515,4,0.17992,0.0,0.05167,0.01216,0.3283,0.38453
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,2,5,8,49,85,798,6,0.06146,0.0,0.00405,0.00105,0.33307,0.3891
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,1,9,9,19,230,4,0.06603,0.0,-0.04211,-0.09736,0.49302,0.40138
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,2,10,50,108,1164,7,-0.02637,0.0,-0.10252,-0.02569,0.39052,0.40736
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,3,11,6,10,117,3,0.22462,0.0,0.20179,0.14411,0.47798,0.40796
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,4,12,7,33,412,2,0.04135,0.0,-0.12012,-0.15453,0.44249,0.36687
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,5,13,59,107,908,8,0.09788,0.0,0.0098,0.00479,0.36851,0.38354
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,6,14,44,82,1047,5,0.03573,0.0,-0.13035,-0.1268,0.44189,0.37546
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,3,7,15,11,29,427,2,0.12289,0.0,-0.03757,-0.01023,0.42027,0.36298
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,4,1,16,48,86,814,6,-0.02725,0.0,-0.05376,-0.02757,0.30894,0.35446
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,4,2,17,23,62,709,3,0.16914,0.0,-0.07495,-0.00103,0.43467,0.46296
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,4,3,18,131,267,3241,7,0.05289,0.0,-0.05828,-0.02084,0.36904,0.34337
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,4,4,19,7,25,351,2,0.17613,0.1531,-0.05737,-0.13698,0.46768,0.40107
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,4,5,20,42,79,945,4,0.09906,0.0,-0.03106,-0.02012,0.39086,0.35979
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,5,1,21,20,30,324,3,0.20496,0.0,0.03443,0.07349,0.33686,0.34806
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,5,2,22,24,57,505,5,0.06878,0.0,0.02976,0.01437,0.2974,0.42426
scene,true,all-s-well-that-ends-well,All's Well That Ends Well,main,5,3,23,132,288,3191,14,0.10165,0.0,-0.03279,-0.00757,0.36745,0.40334
play,true,antony-and-cleopatra,Antony and Cleopatra,,,,,1465,2914,31122,263,0.06546,0.0,0.02065,0.01117,0.39529,0.38473
act,true,antony-and-cleopatra,Antony and Cleopatra,main,1,,,231,457,5213,29,0.05293,0.0,-0.01196,-0.00292,0.41637,0.37954
act,true,antony-and-cleopatra,Antony and Cleopatra,main,2,,,368,682,7349,43,0.1267,0.0,0.01177,0.01218,0.36618,0.36478
act,true,antony-and-cleopatra,Antony and Cleopatra,main,3,,,363,688,7601,67,0.03445,0.0,-0.00268,-0.00188,0.39451,0.37689
act,true,antony-and-cleopatra,Antony and Cleopatra,main,4,,,301,645,6370,82,0.04521,0.0,0.05961,0.0223,0.40819,0.40127
act,true,antony-and-cleopatra,Antony and Cleopatra,main,5,,,202,442,4589,42,0.06172,0.0,0.04753,0.02012,0.38983,0.40232
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,1,1,1,24,59,660,6,0.11627,0.0,-0.01405,-0.00206,0.43087,0.30447
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,1,2,2,109,173,1824,11,0.01946,0.0,-0.02018,-0.00342,0.41171,0.37676
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,1,3,3,45,104,1140,4,0.04252,0.0,-0.02907,-0.01243,0.43023,0.41913
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,1,4,4,19,51,847,5,-0.05736,0.0,-0.11412,-0.10914,0.3873,0.34098
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,1,5,5,34,70,742,3,0.17811,0.0,0.10995,0.0134,0.38838,0.38771
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,1,6,17,41,529,3,0.2281,0.2732,-0.06203,-0.02642,0.41922,0.36575
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,2,7,95,188,2339,7,0.16183,0.0,-0.03335,-0.00598,0.40253,0.38479
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,3,8,21,41,418,6,0.27142,0.128,0.01257,0.02239,0.31842,0.33206
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,4,9,9,12,89,2,0.1914,0.0,-0.03664,0.01364,0.25631,0.29685
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,5,10,67,131,1256,8,0.05471,0.0,0.01072,0.00886,0.39568,0.4035
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,6,11,72,117,1286,5,0.1245,0.0,0.03747,0.01976,0.34237,0.33163
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,2,7,12,87,152,1432,12,0.07551,0.0,0.07221,0.0256,0.28902,0.33559
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,1,13,9,23,399,3,0.12135,0.0,0.01578,0.02114,0.42361,0.36059
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,2,14,45,73,699,7,0.11274,0.0,0.04554,0.02129,0.46174,0.3931
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,3,15,43,69,485,4,0.05766,0.0,-0.02224,-0.01171,0.29986,0.35865
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,4,16,7,26,402,2,0.07486,0.064,-0.1393,-0.2124,0.46823,0.42759
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,5,17,14,22,202,2,-0.17609,0.0,0.02214,0.01256,0.42322,0.36153
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,6,18,31,65,866,3,0.07471,0.0,-0.08411,-0.0312,0.42651,0.41606
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,7,19,48,74,800,8,-0.04999,0.0,-0.00763,-0.00511,0.37116,0.32004
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,8,20,5,10,75,2,-0.09795,0.0,0.00319,0.01179,0.18725,0.37861
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,9,21,3,4,38,2,-0.09545,0.0,0.0272,0.02639,0.1909,0.00855
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,10,22,22,36,396,9,-0.1202,0.0,-0.10612,-0.00419,0.36277,0.34744
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,11,23,34,80,735,6,0.02645,0.0,0.07324,0.00782,0.39094,0.43442
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,12,24,17,35,407,4,0.0409,0.0,0.0671,0.02864,0.30439,0.29916
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,3,13,25,85,171,2097,15,0.06791,0.0,0.00375,0.00161,0.39631,0.37062
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,1,26,5,15,198,3,-0.25778,-0.2732,-0.03192,0.04104,0.2366,0.3472
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,2,27,21,49,517,3,0.13355,0.0,0.1116,0.18309,0.37284,0.41315
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,3,28,28,47,261,3,0.1006,0.0,0.07613,0.01168,0.24824,0.29531
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,4,29,27,53,443,8,0.16391,0.0,0.19816,0.17042,0.37948,0.35143
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,5,30,13,24,201,3,0.0894,0.0,-0.02058,0.00344,0.28879,0.34932
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,6,31,17,35,393,8,0.07841,0.0,0.05664,0.01822,0.4614,0.34669
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,7,32,16,25,197,9,0.123,0.0,0.02905,0.00368,0.31379,0.34221
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,8,33,13,34,452,7,0.27356,0.4111,0.18269,0.05049,0.48869,0.35413
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,9,34,23,39,335,5,-0.15501,0.0,-0.02592,0.01524,0.29133,0.40268
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,10,35,5,10,105,2,-0.15093,0.0,-0.0534,-0.00063,0.23068,0.19093
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,11,36,3,4,52,2,0.12595,0.0,-0.06587,0.05553,0.34636,0.33501
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,12,37,16,44,555,8,-0.13166,0.0,0.06798,0.01303,0.41892,0.39071
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,13,38,5,11,137,2,-0.30613,-0.5106,0.10213,0.02945,0.41062,0.4339
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,14,39,73,148,1528,13,0.00818,0.0,0.04039,0.00952,0.42062,0.43054
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,4,15,40,36,107,996,6,0.10098,0.0,0.02497,0.01187,0.44417,0.47931
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,5,1,41,32,65,703,8,0.03471,0.0,-0.01347,-0.00832,0.3976,0.3543
scene,true,antony-and-cleopatra,Antony and Cleopatra,main,5,2,42,170,377,3886,34,0.06637,0.0,0.05805,0.02227,0.38882,0.40954
play,true,as-you-like-it,As You Like It,,,,,919,1921,24002,104,0.1244,0.0,-0.04279,-0.02106,0.41785,0.38149
act,true,as-you-like-it,As You Like It,main,1,,,224,464,5140,23,0.11451,0.0,-0.06477,-0.02376,0.39369,0.38267
act,true,as-you-like-it,As You Like It,main,2,,,137,343,4760,20,0.0704,0.0,-0.06645,-0.02636,0.44321,0.39954
act,true,as-you-like-it,As You Like It,main,3,,,248,529,6455,21,0.12059,0.0,-0.06333,-0.04376,0.41157,0.36958
act,true,as-you-like-it,As You Like It,main,4,,,151,284,3611,17,0.13417,0.0,-0.05634,-0.02602,0.4163,0.37635
act,true,as-you-like-it,As You Like It,main,5,,,159,301,4036,23,0.19867,0.0,0.06692,0.02439,0.4284,0.36751
scene,true,as-you-like-it,As You Like It,main,1,1,1,51,124,1540,8,0.11087,0.0,-0.00096,-0.0029,0.3889,0.39255
scene,true,as-you-like-it,As You Like It,main,1,2,2,121,226,2435,11,0.13819,0.0,-0.06305,-0.0191,0.40086,0.38389
scene,true,as-you-like-it,As You Like It,main,1,3,3,52,114,1165,4,0.07152,0.0,-0.13758,-0.14365,0.38403,0.3592
scene,true,as-you-like-it,As You Like It,main,2,1,4,12,30,612,2,-0.10271,0.0,-0.09564,-0.0404,0.51652,0.41124
scene,true,as-you-like-it,As You Like It,main,2,2,5,6,15,173,2,-0.01023,0.0,-0.17019,-0.1475,0.33696,0.27269
scene,true,as-you-like-it,As You Like It,main,2,3,6,12,50,654,2,0.01724,0.0,-0.05112,-0.01835,0.4705,0.44102
scene,true,as-you-like-it,As You Like It,main,2,4,7,40,66,875,4,0.17647,0.1366,-0.05061,-0.05809,0.43924,0.44168
scene,true,as-you-like-it,As You Like It,main,2,5,8,20,41,452,2,0.14218,0.0,-0.02557,-0.00718,0.38877,0.3813
scene,true,as-you-like-it,As You Like It,main,2,6,9,4,20,192,2,0.11614,0.0,-0.03877,-0.09801,0.52919,0.38227
scene,true,as-you-like-it,As You Like It,main,2,7,10,43,121,1802,6,0.05554,0.0,-0.07974,-0.03167,0.41772,0.38216
scene,true,as-you-like-it,As You Like It,main,3,1,11,5,14,164,2,-0.09031,0.0,-0.09138,-0.11435,0.34481,0.37344
scene,true,as-you-like-it,As You Like It,main,3,2,12,153,299,3532,9,0.10513,0.0,-0.02513,-0.01879,0.3963,0.35856
scene,true,as-you-like-it,As You Like It,main,3,3,13,34,81,945,3,0.17537,0.0,-0.06673,-0.04048,0.37386,0.37196
scene,true,as-you-like-it,As You Like It,main,3,4,14,28,44,530,3,0.21717,0.09585,-0.0321,-0.08156,0.43305,0.38276
scene,true,as-you-like-it,As You Like It,main,3,5,15,28,91,1284,4,0.10841,0.0,-0.19658,-0.32881,0.47709,0.37295
scene,true,as-you-like-it,As You Like It,main,4,1,16,88,144,1854,5,0.16245,0.0,-0.05086,-0.02244,0.43461,0.39768
scene,true,as-you-like-it,As You Like It,main,4,2,17,63,140,1757,12,0.10508,0.0,-0.06197,-0.03177,0.39603,0.35442
scene,true,as-you-like-it,As You Like It,main,5,1,18,35,62,512,5,0.15374,0.0,0.07487,0.02126,0.4063,0.34364
scene,true,as-you-like-it,As You Like It,main,5,2,19,48,86,1099,5,0.21582,0.11515,0.01879,0.00583,0.39619,0.36731
scene,true,as-you-like-it,As You Like It,main,5,3,20,15,30,355,3,0.30018,0.29105,0.12519,0.07915,0.4586,0.3322
scene,true,as-you-like-it,As You Like It,main,5,4,21,61,123,2070,10,0.18458,0.0,0.08234,0.03212,0.45326,0.38743
play,true,coriolanus,Coriolanus,,,,,1315,2442,29731,203,0.04692,0.0,-0.01488,-0.01269,0.41092,0.39187
act,true,coriolanus,Coriolanus,main,1,,,299,593,7272,62,0.01753,0.0,-0.00101,-0.01069,0.42484,0.38128
act,true,coriolanus,Coriolanus,main,2,,,260,447,6065,36,0.11458,0.0,-0.02489,-0.01645,0.39743,0.38075
act,true,coriolanus,Coriolanus,main,3,,,285,473,5254,22,0.01526,0.0,-0.02882,-0.02117,0.38017,0.38494
act,true,coriolanus,Coriolanus,main,4,,,280,486,5536,47,0.05449,0.0,0.00531,-0.00616,0.39951,0.39961
act,true,coriolanus,Coriolanus,main,5,,,191,443,5604,36,0.0435,0.0,-0.03062,-0.01406,0.4416,0.41516
scene,true,coriolanus,Coriolanus,main,1,1,1,100,188,2316,9,0.04591,0.0,-0.02702,-0.02208,0.41619,0.37349
scene,true,coriolanus,Coriolanus,main,1,2,2,14,26,311,2,-0.01084,0.0,-0.0313,-0.00112,0.34177,0.32708
scene,true,coriolanus,Coriolanus,main,1,3,3,46,90,1131,6,0.10173,0.0,0.00085,-0.03674,0.43131,0.40652
scene,true,coriolanus,Coriolanus,main,1,4,4,43,75,771,16,-0.08531,0.0,0.06394,0.01619,0.4006,0.3803
scene,true,coriolanus,Coriolanus,main,1,5,5,15,29,262,5,-0.03087,0.0,0.11617,0.26453,0.45814,0.49517
scene,true,coriolanus,Coriolanus,main,1,6,6,31,72,955,4,0.12053,0.0,-0.01294,-0.00776,0.42568,0.35306
scene,true,coriolanus,Coriolanus,main,1,7,7,5,11,100,3,0.00566,0.0,-0.14305,-0.09735,0.27223,0.24554
scene,true,coriolanus,Coriolanus,main,1,8,8,10,14,179,4,-0.42115,-0.4389,-0.07287,-0.13666,0.36814,0.45438
scene,true,coriolanus,Coriolanus,main,1,9,9,25,65,900,10,0.01746,0.0,-0.00823,0.00391,0.43371,0.38602
scene,true,coriolanus,Coriolanus,main,1,10,10,10,23,347,3,-0.16502,0.0,0.04835,0.024,0.42228,0.31036
scene,true,coriolanus,Coriolanus,main,2,1,11,104,175,2203,12,0.0994,0.0,-0.00354,-0.01441,0.39204,0.40392
scene,true,coriolanus,Coriolanus,main,2,2,12,49,97,1604,8,0.1561,0.0,-0.0301,-0.00454,0.4319,0.38598
scene,true,coriolanus,Coriolanus,main,2,3,13,107,175,2258,16,0.10674,0.0,-0.04335,-0.02929,0.38339,0.35417
scene,true,coriolanus,Coriolanus,main,3,1,14,167,274,2883,9,-0.01787,0.0,-0.04283,-0.04478,0.36684,0.39228
scene,true,coriolanus,Coriolanus,main,3,2,15,49,91,1218,6,0.11856,0.0,-0.01838,-0.02191,0.39746,0.36123
scene,true,coriolanus,Coriolanus,main,3,3,16,69,108,1153,7,0.01226,0.0,-0.00208,0.00094,0.38653,0.38725
scene,true,coriolanus,Coriolanus,main,4,1,17,13,36,519,2,0.14708,0.11405,0.11074,0.20566,0.38329,0.46526
scene,true,coriolanus,Coriolanus,main,4,2,18,38,60,521,5,0.05282,0.0,0.13133,0.10753,0.42917,0.35967
scene,true,coriolanus,Coriolanus,main,4,3,19,21,36,416,2,0.19838,0.1366,0.04864,0.03243,0.33964,0.3969
scene,true,coriolanus,Coriolanus,main,4,4,20,13,20,245,4,0.0177,0.0,0.083,0.01101,0.39185,0.34674
scene,true,coriolanus,Coriolanus,main,4,5,21,99,174,1932,20,0.04009,0.0,0.01404,-0.00575,0.37983,0.38216
scene,true,coriolanus,Coriolanus,main,4,6,22,87,137,1385,12,0.01066,0.0,-0.07617,-0.04223,0.40185,0.41378
scene,true,coriolanus,Coriolanus,main,4,7,23,9,23,518,2,0.0908,0.0,-0.2044,-0.14897,0.52727,0.33128
scene,true,coriolanus,Coriolanus,main,5,1,24,25,52,670,3,0.16737,0.0,-0.26051,-0.29627,0.41513,0.37182
scene,true,coriolanus,Coriolanus,main,5,2,25,40,82,915,6,0.00673,0.0,-0.01318,-0.00435,0.40422,0.37878
scene,true,coriolanus,Coriolanus,main,5,3,26,34,116,1846,5,0.03749,0.0,-0.04806,-0.09831,0.4584,0.4514
scene,true,coriolanus,Coriolanus,main,5,4,27,30,60,603,9,0.11624,0.0,-0.00954,-0.00121,0.44268,0.36413
scene,true,coriolanus,Coriolanus,main,5,5,28,4,8,90,3,0.32275,0.4054,0.25807,0.28487,0.32691,0.37836
