summary_level,include_stage_directions,play_id,play_title,section,act,scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,vader_std,dl_std
scene,false,king-john,King John,main,3,2,4,3,10,71,0,0.04903,0.0,0.08595,0.14591,0.49299,0.51053
scene,false,king-john,King John,main,3,3,5,21,56,585,0,0.15426,0.0,0.09586,0.17338,0.40934,0.43225
scene,false,king-john,King John,main,3,4,6,35,114,1479,0,0.04036,0.0,-0.03616,-0.0482,0.48481,0.47292
scene,false,king-john,King John,main,4,1,7,43,118,1168,0,0.04714,0.0,-0.05381,-0.05087,0.41321,0.4306
scene,false,king-john,King John,main,4,2,8,55,154,2101,0,-0.08979,0.0,-0.1429,-0.12951,0.47277,0.42524
scene,false,king-john,King John,main,4,3,9,52,116,1323,0,-0.16757,0.0,-0.10697,-0.06878,0.45486,0.46251
scene,false,king-john,King John,main,5,1,10,14,46,601,0,-0.04985,0.0,-0.06496,-0.04464,0.53297,0.44817
scene,false,king-john,King John,main,5,2,11,20,83,1391,0,0.08896,0.0,0.00612,-0.00725,0.48313,0.41415
scene,false,king-john,King John,main,5,3,12,7,16,133,0,-0.05947,0.0,-0.10567,0.01315,0.3529,0.43368
scene,false,king-john,King John,main,5,4,13,12,32,471,0,0.07671,0.0,-0.05392,-0.11781,0.53516,0.47017
scene,false,king-john,King John,main,5,5,14,7,15,173,0,-0.03016,0.0,-0.12549,-0.28937,0.5054,0.48523
scene,false,king-john,King John,main,5,6,15,20,42,353,0,-0.00787,0.0,-0.08888,-0.02424,0.36123,0.3877
scene,false,king-john,King John,main,5,7,16,26,65,952,0,-0.06707,0.0,-0.09985,-0.11692,0.50293,0.4352
play,false,king-lear,King Lear,,,,,1099,2762,29671,0,-0.01425,0.0,-0.04252,-0.02679,0.41154,0.41409
act,false,king-lear,King Lear,main,1,,,294,692,8188,0,0.02702,0.0,-0.04688,-0.03764,0.4124,0.40872
act,false,king-lear,King Lear,main,2,,,209,532,5812,0,-0.02829,0.0,-0.05661,-0.04344,0.41622,0.41703
act,false,king-lear,King Lear,main,3,,,189,513,5528,0,-0.07092,0.0,-0.04267,-0.01695,0.41266,0.42692
act,false,king-lear,King Lear,main,4,,,244,640,6249,0,-0.019,0.0,-0.04557,-0.02629,0.41235,0.40807
act,false,king-lear,King Lear,main,5,,,163,385,3894,0,0.01436,0.0,-0.00998,-0.01235,0.39197,0.41269
scene,false,king-lear,King Lear,main,1,1,1,86,208,2887,0,0.144,0.0,0.01263,-0.00947,0.43203,0.44713
scene,false,king-lear,King Lear,main,1,2,2,51,143,1690,0,-0.04589,0.0,-0.07379,-0.04522,0.44416,0.39809
scene,false,king-lear,King Lear,main,1,3,3,7,27,264,0,-0.11261,0.0,-0.08673,-0.03319,0.30818,0.35612
scene,false,king-lear,King Lear,main,1,4,4,120,269,2978,0,-0.01552,0.0,-0.06749,-0.03913,0.38189,0.38535
scene,false,king-lear,King Lear,main,1,5,5,30,45,369,0,0.05615,0.0,-0.08925,-0.14771,0.32547,0.40928
scene,false,king-lear,King Lear,main,2,1,6,45,117,1214,0,0.00367,0.0,0.00565,-0.01738,0.40396,0.4145
scene,false,king-lear,King Lear,main,2,2,7,65,141,1549,0,-0.05579,0.0,-0.01225,-0.01244,0.44265,0.43416
scene,false,king-lear,King Lear,main,2,3,8,1,10,163,0,-0.44306,-0.59935,-0.32782,-0.29426,0.44686,0.32664
scene,false,king-lear,King Lear,main,2,4,9,98,264,2886,0,-0.01206,0.0,-0.09763,-0.06786,0.39875,0.40509
scene,false,king-lear,King Lear,main,3,1,10,11,33,479,0,0.03208,0.0,-0.11587,-0.03945,0.42437,0.31856
scene,false,king-lear,King Lear,main,3,2,11,14,60,839,0,-0.11152,0.0,-0.07952,-0.04002,0.41599,0.48067
scene,false,king-lear,King Lear,main,3,3,12,4,20,240,0,-0.08408,0.0,-0.09341,-0.06034,0.37495,0.37707
scene,false,king-lear,King Lear,main,3,4,13,58,179,1743,0,-0.09964,0.0,-0.02579,0.00737,0.42656,0.44314
scene,false,king-lear,King Lear,main,3,5,14,9,12,224,0,-0.01247,0.08945,0.06746,0.05525,0.55001,0.36196
scene,false,king-lear,King Lear,main,3,6,15,36,97,994,0,-0.03989,0.0,-0.00466,-0.00485,0.45049,0.40682
scene,false,king-lear,King Lear,main,3,7,16,57,112,1009,0,-0.06443,0.0,-0.06398,-0.02271,0.33702,0.43242
scene,false,king-lear,King Lear,main,4,1,17,31,72,799,0,0.00682,0.0,-0.06286,-0.06409,0.40057,0.44708
scene,false,king-lear,King Lear,main,4,2,18,31,82,934,0,-0.09908,0.0,-0.10142,-0.0688,0.4769,0.43308
scene,false,king-lear,King Lear,main,4,3,19,21,42,495,0,0.03144,0.0,-0.08633,-0.02683,0.37595,0.35305
scene,false,king-lear,King Lear,main,4,4,20,6,18,249,0,0.05026,0.0,0.13602,0.33732,0.43023,0.39034
scene,false,king-lear,King Lear,main,4,5,21,19,42,355,0,0.06498,0.0,-0.03583,-0.00989,0.32589,0.34735
scene,false,king-lear,King Lear,main,4,6,22,93,287,2541,0,-0.03486,0.0,-0.01248,-0.00982,0.41722,0.40641
scene,false,king-lear,King Lear,main,4,7,23,43,97,876,0,0.00544,0.0,-0.10368,-0.09519,0.3895,0.40251
scene,false,king-lear,King Lear,main,5,1,24,32,64,673,0,0.05262,0.0,-0.06071,-0.02842,0.37879,0.37239
scene,false,king-lear,King Lear,main,5,2,25,6,17,111,0,0.05165,0.0,0.13017,0.15305,0.34097,0.32193
scene,false,king-lear,King Lear,main,5,3,26,125,304,3110,0,0.00422,0.0,-0.00713,-0.01039,0.39781,0.42413
play,false,loves-labors-lost,Love's Labor's Lost,,,,,1072,2004,25476,0,0.14842,0.0,0.03044,0.0005,0.41972,0.41793
act,false,loves-labors-lost,Love's Labor's Lost,main,1,,,195,323,4089,0,0.12559,0.0,0.03044,-0.00391,0.41893,0.40916
act,false,loves-labors-lost,Love's Labor's Lost,main,2,,,112,170,2303,0,0.20926,0.0963,0.00162,-0.01019,0.39011,0.42191
act,false,loves-labors-lost,Love's Labor's Lost,main,3,,,79,161,1917,0,0.17934,0.0,0.08742,0.04624,0.37095,0.41631
act,false,loves-labors-lost,Love's Labor's Lost,main,4,,,215,532,7008,0,0.13815,0.0,0.06966,0.02585,0.45575,0.42854
act,false,loves-labors-lost,Love's Labor's Lost,main,5,,,471,818,10159,0,0.14539,0.0,-0.0003,-0.00974,0.40995,0.41154
scene,false,loves-labors-lost,Love's Labor's Lost,main,1,1,1,103,186,2689,0,0.08168,0.0,-0.0267,-0.01552,0.39977,0.40071
scene,false,loves-labors-lost,Love's Labor's Lost,main,1,2,2,92,137,1400,0,0.18521,0.0,0.10802,0.06454,0.43807,0.40916
scene,false,loves-labors-lost,Love's Labor's Lost,main,2,1,3,112,170,2303,0,0.20926,0.0963,0.00162,-0.01019,0.39011,0.42191
scene,false,loves-labors-lost,Love's Labor's Lost,main,3,1,4,79,161,1917,0,0.17934,0.0,0.08742,0.04624,0.37095,0.41631
scene,false,loves-labors-lost,Love's Labor's Lost,main,4,1,5,62,155,1637,0,0.13354,0.0,0.11174,0.03949,0.40018,0.41047
scene,false,loves-labors-lost,Love's Labor's Lost,main,4,2,6,46,107,1779,0,0.22461,0.2732,0.06804,0.03137,0.42996,0.39909
scene,false,loves-labors-lost,Love's Labor's Lost,main,4,3,7,107,270,3592,0,0.10654,0.0,0.04615,0.01261,0.49141,0.44914
scene,false,loves-labors-lost,Love's Labor's Lost,main,5,1,8,56,103,1369,0,0.19773,0.0258,0.12439,0.07481,0.36922,0.40572
scene,false,loves-labors-lost,Love's Labor's Lost,main,5,2,9,415,715,8790,0,0.13786,0.0,-0.01826,-0.01968,0.41518,0.40953
play,false,macbeth,Macbeth,,,,,691,1756,19639,0,-0.01045,0.0,-0.04194,-0.02527,0.42219,0.3986
act,false,macbeth,Macbeth,main,1,,,127,313,4501,0,0.10538,0.0,0.04029,-0.00471,0.45486,0.41462
act,false,macbeth,Macbeth,main,2,,,137,341,3316,0,-0.0603,0.0,-0.10953,-0.05592,0.36434,0.37225
act,false,macbeth,Macbeth,main,3,,,138,382,4246,0,-0.01756,0.0,-0.03549,-0.01516,0.4286,0.39405
act,false,macbeth,Macbeth,main,4,,,162,414,4280,0,0.00219,0.0,-0.05243,-0.02619,0.43716,0.40181
act,false,macbeth,Macbeth,main,5,,,127,306,3296,0,-0.08158,0.0,-0.04457,-0.03738,0.39477,0.39882
scene,false,macbeth,Macbeth,main,1,1,1,10,12,100,0,0.07478,0.0,0.0668,-0.00534,0.1807,0.19128
scene,false,macbeth,Macbeth,main,1,2,2,19,39,536,0,0.01397,0.0,0.05585,0.05062,0.48406,0.38354
scene,false,macbeth,Macbeth,main,1,3,3,51,114,1470,0,0.09534,0.0,0.05477,-0.00798,0.40692,0.39009
scene,false,macbeth,Macbeth,main,1,4,4,12,36,582,0,0.24011,0.2714,0.14374,0.21774,0.46017,0.49201
scene,false,macbeth,Macbeth,main,1,5,5,14,42,679,0,0.04764,0.0,0.05504,0.01994,0.50236,0.46368
scene,false,macbeth,Macbeth,main,1,6,6,7,21,322,0,0.49133,0.6124,0.17724,0.31793,0.35985,0.42774
scene,false,macbeth,Macbeth,main,1,7,7,14,49,812,0,-0.00589,0.0,-0.15964,-0.16178,0.48634,0.37398
scene,false,macbeth,Macbeth,main,2,1,8,19,52,618,0,0.12394,0.0,-0.07317,-0.00535,0.33808,0.3399
scene,false,macbeth,Macbeth,main,2,2,9,33,84,800,0,-0.11908,0.0,-0.12436,-0.05592,0.31217,0.40096
scene,false,macbeth,Macbeth,main,2,3,10,63,167,1513,0,-0.09472,0.0,-0.1286,-0.07344,0.37197,0.36399
scene,false,macbeth,Macbeth,main,2,4,11,22,38,385,0,-0.0312,0.0,-0.04271,-0.05469,0.40145,0.38793
scene,false,macbeth,Macbeth,main,3,1,12,38,98,1282,0,-0.00136,0.0,0.03002,0.00393,0.37166,0.40361
scene,false,macbeth,Macbeth,main,3,2,13,15,42,491,0,0.0228,0.0,-0.03788,-0.02893,0.50029,0.43208
scene,false,macbeth,Macbeth,main,3,3,14,20,35,225,0,-0.00805,0.0,-0.0055,0.01913,0.33046,0.33714
scene,false,macbeth,Macbeth,main,3,4,15,55,157,1543,0,-0.01389,0.0,-0.05308,-0.02538,0.45377,0.38218
scene,false,macbeth,Macbeth,main,3,5,16,4,22,254,0,-0.03781,0.0,-0.10061,-0.0038,0.43609,0.43852
scene,false,macbeth,Macbeth,main,3,6,17,6,28,451,0,-0.15138,-0.07655,-0.14894,-0.11931,0.46704,0.38786
scene,false,macbeth,Macbeth,main,4,1,18,55,144,1300,0,-0.01074,0.0,0.03419,0.00481,0.36109,0.34814
scene,false,macbeth,Macbeth,main,4,2,19,42,81,774,0,-0.03953,0.0,-0.08301,-0.07218,0.44041,0.41767
scene,false,macbeth,Macbeth,main,4,3,20,65,189,2206,0,0.02991,0.0,-0.10532,-0.0608,0.48627,0.42344
scene,false,macbeth,Macbeth,main,5,1,21,33,81,656,0,-0.00488,0.0,-0.04566,-0.03244,0.31368,0.37812
scene,false,macbeth,Macbeth,main,5,2,22,10,25,300,0,-0.10534,0.0,-0.06797,-0.01379,0.44762,0.31448
scene,false,macbeth,Macbeth,main,5,3,23,22,56,573,0,-0.02314,0.0,0.02854,-0.01584,0.3951,0.3858
scene,false,macbeth,Macbeth,main,5,4,24,10,16,204,0,0.02663,0.0,-0.1915,-0.27957,0.34896,0.29678
scene,false,macbeth,Macbeth,main,5,5,25,14,35,497,0,-0.26617,-0.2732,-0.11788,-0.06734,0.39785,0.44992
scene,false,macbeth,Macbeth,main,5,6,26,3,6,77,0,-0.04675,0.0,0.23888,0.28036,0.43209,0.23169
scene,false,macbeth,Macbeth,main,5,7,27,12,28,264,0,-0.17877,0.0,-0.11894,-0.11882,0.41104,0.40973
scene,false,macbeth,Macbeth,main,5,8,28,23,59,725,0,-0.10953,0.0,-0.01271,-0.13191,0.43912,0.4542
play,false,measure-for-measure,Measure for Measure,,,,,928,2180,22069,0,0.04641,0.0,-0.03551,-0.02801,0.39771,0.40004
act,false,measure-for-measure,Measure for Measure,main,1,,,140,293,3178,0,0.11474,0.0,-0.04412,-0.03803,0.36239,0.36604
act,false,measure-for-measure,Measure for Measure,main,2,,,265,593,5793,0,0.04474,0.0,-0.03247,-0.02339,0.40733,0.4002
act,false,measure-for-measure,Measure for Measure,main,3,,,165,445,4489,0,0.05161,0.0,-0.05829,-0.04995,0.44076,0.40355
act,false,measure-for-measure,Measure for Measure,main,4,,,184,435,4193,0,0.03414,0.0,-0.03307,-0.02021,0.34586,0.36434
act,false,measure-for-measure,Measure for Measure,main,5,,,174,414,4416,0,0.00772,0.0,-0.01184,-0.02171,0.4053,0.45198
scene,false,measure-for-measure,Measure for Measure,main,1,1,1,18,49,666,0,0.27081,0.3612,0.06324,0.02797,0.29392,0.34554
scene,false,measure-for-measure,Measure for Measure,main,1,2,2,82,147,1350,0,0.03941,0.0,-0.08772,-0.06823,0.35791,0.33859
scene,false,measure-for-measure,Measure for Measure,main,1,3,3,7,25,444,0,0.11911,0.0772,-0.14246,-0.12785,0.49392,0.46513
scene,false,measure-for-measure,Measure for Measure,main,1,4,4,33,72,718,0,0.16081,0.0,0.00598,-0.02576,0.32421,0.37895
scene,false,measure-for-measure,Measure for Measure,main,2,1,5,118,252,2175,0,0.08144,0.0,-0.00951,-0.00578,0.35775,0.36212
scene,false,measure-for-measure,Measure for Measure,main,2,2,6,74,180,1694,0,0.03249,0.0,-0.04896,-0.07599,0.42342,0.4167
scene,false,measure-for-measure,Measure for Measure,main,2,3,7,22,35,368,0,-0.03759,0.0,-0.02062,-0.05962,0.45441,0.47133
scene,false,measure-for-measure,Measure for Measure,main,2,4,8,51,126,1556,0,0.01172,0.0,-0.05813,-0.02275,0.45823,0.42892
scene,false,measure-for-measure,Measure for Measure,main,3,1,9,75,207,2200,0,0.05145,0.0,-0.04878,-0.03639,0.46954,0.44198
scene,false,measure-for-measure,Measure for Measure,main,3,2,10,90,238,2289,0,0.05176,0.0,-0.06656,-0.05651,0.41512,0.36762
scene,false,measure-for-measure,Measure for Measure,main,4,1,11,27,58,574,0,0.13497,0.0,0.01752,-0.00518,0.30419,0.39843
scene,false,measure-for-measure,Measure for Measure,main,4,2,12,75,167,1717,0,0.02475,0.0,-0.08315,-0.04477,0.36357,0.3543
scene,false,measure-for-measure,Measure for Measure,main,4,3,13,64,160,1391,0,0.02229,0.0,0.02008,0.00749,0.329,0.35854
scene,false,measure-for-measure,Measure for Measure,main,4,4,14,9,25,269,0,-0.11284,0.0,-0.20116,-0.24607,0.40951,0.33136
scene,false,measure-for-measure,Measure for Measure,main,4,5,15,3,11,115,0,0.10876,0.0,0.1062,0.13219,0.27552,0.24088
scene,false,measure-for-measure,Measure for Measure,main,4,6,16,6,14,127,0,0.06776,0.0,-0.06191,-0.09809,0.33516,0.40376
scene,false,measure-for-measure,Measure for Measure,main,5,1,17,174,414,4416,0,0.00772,0.0,-0.01184,-0.02171,0.4053,0.45198
play,false,much-ado-about-nothing,Much Ado About Nothing,,,,,986,2011,23052,0,0.1181,0.0,-0.02615,-0.02054,0.4311,0.39931
act,false,much-ado-about-nothing,Much Ado About Nothing,main,1,,,147,301,3614,0,0.1954,0.1154,-0.0173,-0.01893,0.40742,0.37844
act,false,much-ado-about-nothing,Much Ado About Nothing,main,2,,,242,503,5991,0,0.16233,0.0,-0.02073,-0.02154,0.42694,0.4019
act,false,much-ado-about-nothing,Much Ado About Nothing,main,3,,,225,413,4745,0,0.12101,0.0,-0.05381,-0.02682,0.40485,0.38106
act,false,much-ado-about-nothing,Much Ado About Nothing,main,4,,,157,325,3513,0,0.07617,0.0,-0.02359,-0.01883,0.4594,0.4174
act,false,much-ado-about-nothing,Much Ado About Nothing,main,5,,,215,469,5189,0,0.04754,0.0,-0.01507,-0.01104,0.44013,0.41282
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,1,1,1,115,225,2784,0,0.19057,0.1531,-0.01758,-0.01628,0.40835,0.38357
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,1,2,2,8,20,225,0,0.29688,0.25715,0.12511,0.15642,0.30332,0.29194
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,1,3,3,24,56,605,0,0.17856,0.0,-0.06705,-0.04719,0.43634,0.37765
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,2,1,4,142,281,3234,0,0.15442,0.0,-0.03422,-0.02492,0.43065,0.38715
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,2,2,5,17,29,406,0,0.04822,0.0,0.0338,-0.01431,0.47318,0.34745
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,2,3,6,83,193,2351,0,0.19099,0.1027,-0.00929,-0.02143,0.413,0.43043
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,3,1,7,27,74,1073,0,0.18383,0.0772,-0.03085,-0.02232,0.44339,0.41368
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,3,2,8,60,93,992,0,0.11615,0.0,-0.14637,-0.06645,0.40174,0.35262
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,3,3,9,67,118,1376,0,0.01321,0.0,-0.03983,-0.01867,0.37101,0.36218
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,3,4,10,42,82,800,0,0.15528,0.0,-0.02107,-0.03329,0.4103,0.4143
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,3,5,11,29,46,504,0,0.2452,0.1026,0.00219,-0.00606,0.36862,0.35118
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,4,1,12,117,257,2807,0,0.10136,0.0,-0.04281,-0.03636,0.4588,0.4311
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,4,2,13,40,68,706,0,-0.01902,0.0,0.04904,0.0104,0.45237,0.35443
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,5,1,14,114,267,2917,0,-0.03341,0.0,-0.07088,-0.04668,0.44457,0.41154
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,5,2,15,34,67,806,0,0.12414,0.0,0.02269,0.09376,0.44062,0.43531
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,5,3,16,7,30,312,0,0.00164,0.0,0.22426,0.24476,0.41236,0.3175
scene,false,much-ado-about-nothing,Much Ado About Nothing,main,5,4,17,60,105,1154,0,0.21763,0.1531,0.03437,-0.01976,0.38099,0.3968
play,false,othello,Othello,,,,,1209,2909,28588,0,0.02637,0.0,-0.02669,-0.02272,0.41399,0.41152
act,false,othello,Othello,main,1,,,167,501,5903,0,0.03135,0.0,-0.02956,-0.02256,0.40615,0.40478
act,false,othello,Othello,main,2,,,197,543,5777,0,0.08993,0.0,-0.01814,-0.01759,0.43451,0.39892
act,false,othello,Othello,main,3,,,288,640,6539,0,0.06455,0.0,-0.05623,-0.03685,0.40284,0.39667
act,false,othello,Othello,main,4,,,301,614,5677,0,0.04315,0.0,-0.01456,-0.02789,0.39154,0.40165
act,false,othello,Othello,main,5,,,256,611,4692,0,-0.09106,0.0,-0.0132,-0.01467,0.41324,0.45096
scene,false,othello,Othello,main,1,1,1,45,153,1711,0,-0.00092,0.0,-0.00466,-0.01849,0.38346,0.42647
scene,false,othello,Othello,main,1,2,2,33,80,901,0,0.03419,0.0,-0.01051,-0.01776,0.3939,0.36287
scene,false,othello,Othello,main,1,3,3,89,268,3291,0,0.04892,0.0,-0.04946,-0.02786,0.42236,0.40432
scene,false,othello,Othello,main,2,1,4,92,234,2538,0,0.13558,0.0,-0.04112,-0.02216,0.43684,0.38999
scene,false,othello,Othello,main,2,2,5,1,6,87,0,0.6281,0.7833,0.15513,0.098,0.3439,0.3893
scene,false,othello,Othello,main,2,3,6,104,303,3152,0,0.04402,0.0,-0.00383,-0.01193,0.42445,0.40563
scene,false,othello,Othello,main,3,1,7,26,49,441,0,0.14086,0.0,0.02226,0.00547,0.34814,0.3085
scene,false,othello,Othello,main,3,2,8,4,6,62,0,0.24865,0.1366,0.25424,0.15941,0.30176,0.287
scene,false,othello,Othello,main,3,3,9,166,405,4346,0,0.06009,0.0,-0.08569,-0.09037,0.41518,0.40888
scene,false,othello,Othello,main,3,4,10,92,180,1690,0,0.04766,0.0,-0.02167,-0.02079,0.39009,0.38533
scene,false,othello,Othello,main,4,1,11,152,302,2590,0,0.04222,0.0,-0.00601,-0.02701,0.38019,0.40604
scene,false,othello,Othello,main,4,2,12,107,216,2133,0,0.032,0.0,-0.03508,-0.04351,0.40171,0.40787
scene,false,othello,Othello,main,4,3,13,42,96,954,0,0.0712,0.0,0.00472,-0.01447,0.40613,0.37485
scene,false,othello,Othello,main,5,1,14,77,189,1281,0,-0.08959,0.0,0.03008,0.01077,0.40341,0.41058
scene,false,othello,Othello,main,5,2,15,179,422,3411,0,-0.09172,0.0,-0.03258,-0.02141,0.41804,0.46707
play,false,pericles,Pericles,,,,,655,1553,17799,0,0.07081,0.0,0.02142,-5e-05,0.41649,0.40999
act,false,pericles,Pericles,main,1,,,78,258,3813,0,-0.01696,0.0,-0.06325,-0.0476,0.50995,0.41404
act,false,pericles,Pericles,main,2,,,175,366,4288,0,0.17268,0.0,0.02717,0.00121,0.38746,0.41132
act,false,pericles,Pericles,main,3,,,77,195,2075,0,0.10247,0.0,0.08714,0.06643,0.3785,0.40917
act,false,pericles,Pericles,main,4,,,199,437,4502,0,0.0052,0.0,-0.02856,-0.02113,0.39638,0.39456
act,false,pericles,Pericles,main,5,,,126,297,3121,0,0.0973,0.0,0.11828,0.07558,0.3821,0.40323
scene,false,pericles,Pericles,main,1,,1,1,15,310,0,0.03001,0.0,0.03899,0.04604,0.63397,0.40028
scene,false,pericles,Pericles,main,1,1,2,26,85,1351,0,-0.03636,0.0,-0.0108,0.01346,0.55003,0.4789
scene,false,pericles,Pericles,main,1,2,3,19,70,987,0,-0.00545,0.0,-0.09603,-0.04907,0.50877,0.37156
scene,false,pericles,Pericles,main,1,3,4,10,24,328,0,0.02138,0.0,-0.12895,-0.13995,0.37286,0.33346
scene,false,pericles,Pericles,main,1,4,5,22,64,837,0,-0.02918,0.0,-0.09638,-0.13577,0.48166,0.39493
scene,false,pericles,Pericles,main,2,,6,2,15,254,0,0.01563,0.0,-0.12659,-0.0671,0.47202,0.36723
scene,false,pericles,Pericles,main,2,1,7,54,115,1284,0,0.16856,0.0,0.06443,0.00955,0.36903,0.4147
scene,false,pericles,Pericles,main,2,2,8,24,40,465,0,0.20126,0.0,0.00777,0.02259,0.36621,0.35114
scene,false,pericles,Pericles,main,2,3,9,41,77,938,0,0.27492,0.2584,0.08915,0.13313,0.38497,0.37005
scene,false,pericles,Pericles,main,2,4,10,17,37,434,0,0.0279,0.0,-0.06581,-0.0289,0.40982,0.41932
scene,false,pericles,Pericles,main,2,5,11,37,82,913,0,0.16257,0.0,-0.00374,0.00147,0.37873,0.46468
scene,false,pericles,Pericles,main,3,,12,1,14,254,0,0.00767,0.0,-0.15733,-0.11344,0.40916,0.25066
scene,false,pericles,Pericles,main,3,1,13,24,61,602,0,0.04784,0.0,0.0767,0.06643,0.33072,0.43095
scene,false,pericles,Pericles,main,3,2,14,38,82,799,0,0.13552,0.0,0.14809,0.15717,0.37043,0.39457
scene,false,pericles,Pericles,main,3,3,15,10,27,316,0,0.18105,0.3412,0.03439,0.0787,0.50024,0.45909
scene,false,pericles,Pericles,main,3,4,16,4,11,104,0,0.08679,0.0,0.13127,0.00163,0.29419,0.34417
scene,false,pericles,Pericles,main,4,,17,1,17,292,0,-0.05181,0.0,-0.15163,-0.32571,0.58194,0.3934
scene,false,pericles,Pericles,main,4,1,18,33,86,818,0,-0.01883,0.0,-0.0207,-0.02622,0.40679,0.40878
scene,false,pericles,Pericles,main,4,2,19,65,115,1107,0,0.06549,0.0,-0.01115,-0.01435,0.3403,0.36523
scene,false,pericles,Pericles,main,4,3,20,13,35,413,0,-0.23639,-0.2023,-0.11531,-0.10027,0.40334,0.47718
scene,false,pericles,Pericles,main,4,4,21,2,24,377,0,-0.14661,0.0,-0.11059,-0.0108,0.37504,0.37941
scene,false,pericles,Pericles,main,4,5,22,5,10,69,0,0.13413,0.07555,-0.2013,-0.14635,0.24476,0.26441
scene,false,pericles,Pericles,main,4,6,23,80,150,1426,0,0.05127,0.0,0.01241,-0.0115,0.39211,0.39319
scene,false,pericles,Pericles,main,5,,24,2,16,315,0,0.18818,0.2685,-0.01668,0.02319,0.56463,0.46049
scene,false,pericles,Pericles,main,5,1,25,93,207,2018,0,0.07428,0.0,0.0913,0.03235,0.37787,0.395
scene,false,pericles,Pericles,main,5,2,26,1,7,115,0,0.22156,0.0,0.13281,0.07825,0.28237,0.27219
scene,false,pericles,Pericles,main,5,3,27,30,67,673,0,0.13372,0.0,0.23234,0.33282,0.35039,0.40908
play,false,richard-ii,Richard II,,,,,577,1258,21525,0,0.00496,0.0,-0.04225,-0.03228,0.48858,0.44518
act,false,richard-ii,Richard II,main,1,,,116,276,5099,0,0.00349,0.0,-0.04824,-0.04539,0.51855,0.46606
act,false,richard-ii,Richard II,main,2,,,139,272,5067,0,-0.00029,0.0,-0.1082,-0.08622,0.48556,0.45298
act,false,richard-ii,Richard II,main,3,,,99,252,4457,0,-0.00293,0.0,-0.04999,-0.03722,0.49898,0.44653
act,false,richard-ii,Richard II,main,4,,,74,151,2534,0,-0.0137,0.0,-0.00174,-0.0096,0.47489,0.42525
act,false,richard-ii,Richard II,main,5,,,149,307,4368,0,0.02658,0.0,0.00798,-0.01283,0.46329,0.42156
scene,false,richard-ii,Richard II,main,1,1,1,29,75,1584,0,-0.04149,0.0,-0.0413,-0.0665,0.54146,0.48134
scene,false,richard-ii,Richard II,main,1,2,2,8,34,590,0,-0.22985,-0.06375,-0.07236,-0.05523,0.49773,0.52414
scene,false,richard-ii,Richard II,main,1,3,3,64,137,2451,0,0.07202,0.0,-0.03246,-0.02684,0.51667,0.47041
scene,false,richard-ii,Richard II,main,1,4,4,15,30,474,0,0.06743,0.0,-0.11034,-0.05585,0.4153,0.33497
scene,false,richard-ii,Richard II,main,2,1,5,57,117,2372,0,-0.04376,0.0,-0.13635,-0.13635,0.48467,0.45462
scene,false,richard-ii,Richard II,main,2,2,6,38,70,1183,0,-0.04373,0.0,-0.15345,-0.15484,0.48304,0.44418
scene,false,richard-ii,Richard II,main,2,3,7,40,75,1322,0,0.12742,0.0,-0.0064,-0.01885,0.44942,0.44398
scene,false,richard-ii,Richard II,main,2,4,8,4,10,190,0,-0.14541,-0.17,-0.22552,-0.25092,0.6508,0.5035
scene,false,richard-ii,Richard II,main,3,1,9,7,18,342,0,-0.08351,0.0,0.03212,0.20184,0.57711,0.44951
scene,false,richard-ii,Richard II,main,3,2,10,30,98,1693,0,-0.08216,0.0,-0.08815,-0.0838,0.52921,0.49185
scene,false,richard-ii,Richard II,main,3,3,11,36,86,1595,0,0.1443,0.0,0.0409,0.00987,0.4698,0.41292
scene,false,richard-ii,Richard II,main,3,4,12,26,50,827,0,-0.07186,0.0,-0.16107,-0.22999,0.40586,0.37963
scene,false,richard-ii,Richard II,main,4,1,13,74,151,2534,0,-0.0137,0.0,-0.00174,-0.0096,0.47489,0.42525
scene,false,richard-ii,Richard II,main,5,1,14,19,45,777,0,-0.0178,0.0,0.03758,-0.00292,0.53452,0.39492
scene,false,richard-ii,Richard II,main,5,2,15,44,86,932,0,0.03571,0.0,0.05225,-0.00725,0.35556,0.39218
scene,false,richard-ii,Richard II,main,5,3,16,49,86,1176,0,0.13649,0.0258,-0.0474,-0.04914,0.43341,0.44156
scene,false,richard-ii,Richard II,main,5,4,17,5,6,95,0,0.06123,0.0,-0.05773,-0.23213,0.39657,0.366
