play_id,play_title,section,act,scene,act_scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,dl2_mean,dl2_median,vader_std,dl_std,dl2_std
henry-iv-part-1,"Henry IV, Part 1",main,1,1,1.1,1,12,50,907,2,-0.08137,0.0,0.04194,0.74565,-0.10328,-0.09098,0.49084,0.97992,0.34947
henry-iv-part-1,"Henry IV, Part 1",main,1,2,1.2,2,68,156,2012,5,0.03795,0.0,-0.20743,-0.98369,-0.02085,-0.00726,0.40855,0.96503,0.37166
henry-iv-part-1,"Henry IV, Part 1",main,1,3,1.3,3,60,173,2746,5,-0.0489,0.0,-0.10316,-0.96131,-0.06091,-0.03802,0.48434,0.97021,0.40681
henry-iv-part-1,"Henry IV, Part 1",main,2,1,2.1,4,38,91,851,6,0.05571,0.0,-0.1268,-0.96426,-0.03192,-0.01066,0.36442,0.97944,0.38105
henry-iv-part-1,"Henry IV, Part 1",main,2,2,2.2,5,59,137,1034,15,-0.06956,0.0,-0.22972,-0.98818,0.06666,0.01433,0.35207,0.96308,0.42892
henry-iv-part-1,"Henry IV, Part 1",main,2,3,2.3,6,29,103,1121,5,0.01891,0.0,-0.19705,-0.97465,0.00567,-0.01746,0.42683,0.95913,0.40612
henry-iv-part-1,"Henry IV, Part 1",main,2,4,2.4,7,223,486,5203,23,0.00617,0.0,-0.26392,-0.98424,0.00457,-0.00933,0.3819,0.94456,0.35485
henry-iv-part-1,"Henry IV, Part 1",main,3,1,3.1,8,86,185,2405,11,0.01582,0.0,-0.10918,-0.97052,-0.00854,-0.00458,0.39015,0.98174,0.39038
henry-iv-part-1,"Henry IV, Part 1",main,3,2,3.2,9,15,89,1532,4,0.11155,0.0,-0.14826,-0.97143,-0.05598,-0.024,0.45782,0.97891,0.44425
henry-iv-part-1,"Henry IV, Part 1",main,3,3,3.3,10,84,194,2021,9,0.05726,0.0,-0.41876,-0.99255,-0.07189,-0.04557,0.36815,0.89696,0.4088
henry-iv-part-1,"Henry IV, Part 1",main,4,1,4.1,11,37,100,1247,3,0.10664,0.0,0.09461,0.96257,-0.07706,-0.04935,0.41394,0.98103,0.39075
henry-iv-part-1,"Henry IV, Part 1",main,4,2,4.2,12,26,61,838,5,-0.05096,0.0,-0.25241,-0.98954,-0.13896,-0.12952,0.36934,0.95948,0.37994
henry-iv-part-1,"Henry IV, Part 1",main,4,3,4.3,13,32,74,1070,5,0.03641,0.0,-0.18922,-0.9852,-0.07103,-0.05404,0.45397,0.97888,0.37676
henry-iv-part-1,"Henry IV, Part 1",main,4,4,4.4,14,11,26,375,2,0.11062,0.10115,0.30255,0.97103,0.01664,0.09263,0.45715,0.94411,0.38853
henry-iv-part-1,"Henry IV, Part 1",main,5,1,5.1,15,25,108,1359,7,0.07926,0.0,-0.25448,-0.98348,-0.10777,-0.05302,0.46058,0.95826,0.36957
henry-iv-part-1,"Henry IV, Part 1",main,5,2,5.2,16,30,81,925,9,0.01147,0.0,0.00636,0.68398,-0.08985,-0.06919,0.40991,0.9831,0.42283
henry-iv-part-1,"Henry IV, Part 1",main,5,3,5.3,17,31,76,672,12,-0.06029,0.0,-0.36321,-0.97967,-0.02028,-0.01582,0.3594,0.92225,0.30184
henry-iv-part-1,"Henry IV, Part 1",main,5,4,5.4,18,58,170,1773,22,0.02607,0.0,-0.0663,-0.9628,-0.01177,0.01262,0.42306,0.98073,0.41089
henry-iv-part-1,"Henry IV, Part 1",main,5,5,5.5,19,12,26,398,4,-0.06396,-0.0258,0.00324,0.01943,0.00945,-0.00018,0.56057,1.00807,0.34641
